DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	15q25.3	15	85773339	KLHL25, AKAP13	KLHL25			ENSG00000183655			rs8038207-G	rs8038207	0	8038207	intron_variant	0	0.567938	8E-12	11.096910013008056		0.02167	[0.015-0.028] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	16p11.2	16	28532060	NUPR1, APOBR	IL27 - NUPR1	ENSG00000197272	ENSG00000176046		20009	648	rs12446550-A	rs12446550	0	12446550	downstream_gene_variant	1	0.419034	5E-8	7.301029995663981		0.016794	[0.011-0.023] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	16q22.1	16	68365021	SMPD3, PRMT7	SMPD3			ENSG00000103056			rs1868158-T	rs1868158	0	1868158	missense_variant	0	0.591752	8E-8	7.096910013008056		0.016544	[0.011-0.023] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	16q22.2	16	72193499	PMFBP1	PMFBP1 - LINC01572	ENSG00000118557	ENSG00000261008		16621	42782	rs35549608-C	rs35549608	0	35549608	intergenic_variant	1	0.159732	7E-9	8.154901959985743		0.02477	[0.016-0.033] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	17p11.2	17	17707090	RAI1	RAI1			ENSG00000108557			rs34717629-A	rs34717629	0	34717629	intron_variant	0	0.21435499999999996	8E-9	8.096910013008056		0.022126	[0.015-0.03] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	19p13.2	19	8679457	ACTL9	NFILZ - ACTL9	ENSG00000268480	ENSG00000181786		1749	17943	rs2967677-C	rs2967677	0	2967677	intergenic_variant	1	0.846878	6E-25	24.221848749616356		0.044858	[0.036-0.053] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	19p13.2	19	10207087	DNMT1	DNMT1			ENSG00000130816			rs11085720-A	rs11085720	0	11085720	intron_variant	0	0.435179	5E-7	6.301029995663981		0.014967	[0.0091-0.0208] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	20q11.22	20	34985176	EDEM2, MYH7B	MYH7B			ENSG00000078814			rs3746448-C	rs3746448	0	3746448	intron_variant	0	0.83551	7E-9	8.154901959985743		0.024491	[0.016-0.033] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	20q13.13	20	48879230	ARFGEF2	PREX1 - ARFGEF2	ENSG00000124126	ENSG00000124198		51231	42481	rs4809731-G	rs4809731	0	4809731	regulatory_region_variant	1	0.13465400000000005	3E-8	7.522878745280337		0.024449	[0.016-0.033] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Offspring birth weight	210,267 European ancestry individuals, 19,802 individuals	NR	20q13.33	20	63966341	ZNF512B	ZNF512B			ENSG00000196700			rs817329-T	rs817329	0	817329	synonymous_variant	0	0.406239	2E-6	5.698970004336019		0.014853	[0.0088-0.0209] unit increase	Affymetrix, Illumina [14869762] (imputed)	N	birth weight, parental genotype effect measurement	http://www.ebi.ac.uk/efo/EFO_0004344, http://www.ebi.ac.uk/efo/EFO_0005939	GCST008363	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	11p15.4	11	2836067	KCNQ1	KCNQ1, KCNQ1			ENSG00000282076, ENSG00000053918			rs234864-A	rs234864	0	234864	intron_variant	0	0.547439	2E-9	8.698970004336019		0.015745	[0.011-0.021] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	11p15.4	11	10310117	ADM	AMPD3			ENSG00000133805			rs4444073-A	rs4444073	0	4444073	intron_variant	0	0.520317	3E-15	14.522878745280337		0.020182	[0.015-0.025] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	11p13	11	32388791	WT1	WT1			ENSG00000184937			rs5030317-C	rs5030317	0	5030317	3_prime_UTR_variant	0	0.732755	3E-9	8.522878745280337		0.017273	[0.012-0.023] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	11q13.3	11	69634308	CCND1	NA - CCND1		ENSG00000110092			6848	rs667515-G	rs667515	0	667515	regulatory_region_variant	1	0.617803	9E-12	11.045757490560675		0.01845	[0.013-0.024] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	11q13.3	11	69945846	ANO1, FGF4							rs61885091-A	rs61885091	0	61885091	regulatory_region_variant	1	0.168762	5E-10	9.301029995663981		0.022879	[0.016-0.03] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	11q14.3	11	92975544	MTNR1B	MTNR1B			ENSG00000134640			rs10830963-G	rs10830963	0	10830963	intron_variant	0	0.277226	3E-11	10.522878745280337		0.019111	[0.013-0.025] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12p13.32	12	4275678	CCND2	CCND2, CCND2-AS1			ENSG00000118971, ENSG00000255920			rs76895963-G	rs76895963	0	76895963	non_coding_transcript_exon_variant	0	0.021176	2E-13	12.698970004336019		0.076305	[0.056-0.097] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12p13.1	12	12725415	APOLD1	CDKN1B - APOLD1	ENSG00000111276	ENSG00000178878		3046	502	rs11055030-G	rs11055030	0	11055030	TF_binding_site_variant	1	0.71849	4E-12	11.397940008672037		0.019952	[0.014-0.026] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12p11.23	12	26724952	ITPR2	ITPR2			ENSG00000123104			rs2306547-C	rs2306547	0	2306547	intron_variant	0	0.534149	4E-13	12.397940008672037		0.018719	[0.014-0.024] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12q13.11	12	46219611	SLC38A1	SLC38A1			ENSG00000111371			rs6582623-C	rs6582623	0	6582623	intron_variant	0	0.869095	1E-9	9.0		0.023591	[0.016-0.031] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12q14.3	12	65978100	HMGA2	HMGA2 - MIR6074	ENSG00000149948	ENSG00000276878		11809	45520	rs7968682-G	rs7968682	0	7968682	intergenic_variant	1	0.486291	4E-60	59.39794000867204		0.041831	[0.037-0.047] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12q14.3	12	66018350	HMGA2	HMGA2 - MIR6074	ENSG00000149948	ENSG00000276878		52059	5270	rs1480470-G	rs1480470	0	1480470	intergenic_variant	1	0.631485	1E-19	19.0		0.02433	[0.019-0.03] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12q23.2	12	102687414	LINC00485, IGF1	IGF1 - LINC00485	ENSG00000017427	ENSG00000258169		205670	121866	rs2647873-A	rs2647873	0	2647873	intergenic_variant	1	0.519598	3E-12	11.522878745280337		0.01806	[0.013-0.023] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	12q24.12	12	111446804	SH2B3	ATXN2, SH2B3			ENSG00000204842, ENSG00000111252			rs3184504-C	rs3184504	0	3184504	missense_variant	0	0.520699	3E-19	18.522878745280337		0.022966	[0.018-0.028] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	13q14.11	13	40073069	LINC00332	NA - LINC00598		ENSG00000215483			6037	rs9549046-A	rs9549046	0	9549046	TF_binding_site_variant	1	0.117596	8E-13	12.096910013008056		0.029115	[0.021-0.037] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	13q14.2	13	48280414	LINC00441, RB1	ITM2B - RB1-DT	ENSG00000136156	ENSG00000231473		10057	15748	rs34217484-A	rs34217484	0	34217484	intergenic_variant	1	0.26421	7E-11	10.154901959985743		0.0192	[0.013-0.025] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	13q22.3	13	78027278	LINC00446	OBI1-AS1, LINC00446			ENSG00000234377, ENSG00000229249			rs9318511-C	rs9318511	0	9318511	intron_variant	0	0.873248	6E-12	11.221848749616356		0.026864	[0.019-0.035] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	14q21.3	14	50188639	SOS2	SOS2			ENSG00000100485			rs72681869-C	rs72681869	0	72681869	missense_variant	0	0.010732	6E-10	9.221848749616356		0.083626	[0.057-0.11] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	14q32.2	14	100791418	MIR2392, DLK1	MEG3			ENSG00000214548			rs6575803-C	rs6575803	0	6575803	intron_variant	0	0.895496	1E-12	12.0		0.031625	[0.023-0.04] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	15q14	15	38374916	SPRED1	SPRED1 - FAM98B	ENSG00000166068	ENSG00000171262		17667	79211	rs75844534-A	rs75844534	0	75844534	intergenic_variant	1	0.123521	5E-11	10.301029995663981		0.02593	[0.018-0.034] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	15q22.2	15	60591082	RORA	RORA, RORA-AS1			ENSG00000069667, ENSG00000245534			rs339969-A	rs339969	0	339969	intron_variant	0	0.619238	2E-10	9.698970004336019		0.016841	[0.012-0.022] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	15q25.3	15	85681339	KLHL25, AKAP13	AKAP13			ENSG00000170776			rs12909648-G	rs12909648	0	12909648	intron_variant	0	0.524104	2E-6	5.698970004336019		0.012314	[0.0073-0.0174] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
2019-08-05	31043758	Warrington NM	2019-05-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/31043758	Maternal and fetal genetic effects on birth weight and their relevance to cardio-metabolic risk factors.	Birth weight	298,142 European ancestry individuals, 6,635 African American individuals, 1,449 Filipino individuals, 420 Turkish individuals, 365 Moroccan individuals, 395 Surinamese individuals, 1,052 Afro-Caribbean individuals, 612 Hispanic individuals, 1,180 Thai individuals, 840 Chinese ancestry individuals, 10,133 individuals	NR	15q26.1	15	90886057	FES, FURIN	FES			ENSG00000182511			rs4932373-A	rs4932373	0	4932373	intron_variant	0	0.679564	3E-13	12.522878745280337		0.020084	[0.015-0.025] unit increase	Affymetrix, Illumina [15144367] (imputed)	N	birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	GCST008362	Genome-wide genotyping array
